""	"input"	"filtered"	"denoised"	"merged"	"tabled"
"16817"	5053	2623	2590	2535	2535
"16818"	1016	104	95	95	95
"16819"	4479	2466	2428	2364	2364
"16820"	451	117	112	111	111
"16821"	9139	5165	5042	4959	4959
"16822"	562	63	51	51	51
"16823"	10799	7664	7593	7473	7473
"16824"	5650	2991	2944	2924	2924
"16826"	7335	4489	4458	4355	4355
"16827"	9566	6031	5874	5814	5814
"16828"	10479	9982	9909	9877	9877
"17786"	5308	2341	2283	2270	2270
"17787"	9797	6348	6312	6241	6241
"17788"	16624	12958	12840	12615	12615
"17789"	2279	1597	1578	1573	1573
"17790"	15803	14263	14176	14071	14071
"17791"	4575	956	934	930	930
"17792"	584	138	129	128	128
"17793"	2401	522	498	480	480
"17794"	4836	1732	1715	1644	1644
"17795"	2069	1127	1066	1047	1047
"17796"	3504	2535	2479	2429	2429
"17797"	66	9	7	7	7
"17798"	11460	8250	8122	8090	8090
"17799"	5814	5528	5519	5482	5482
"17800"	5043	3181	3078	3022	3022
"17801"	3654	2168	2118	2075	2075
"17802"	5827	3055	2993	2961	2961
"17803"	7475	3156	3125	3096	3096
"17804"	5490	3113	3055	3000	3000
"17805"	1721	530	496	488	488
"17806"	4941	4686	4667	4640	4640
"17807"	634	196	184	166	166
"17809"	2518	666	628	627	627
"17810"	1799	560	531	524	524
"17811"	141	50	46	46	46
"17812"	5246	2166	2109	2078	2078
"17813"	4231	1057	1020	1014	1014
"17814"	3390	1291	1219	1192	1192
"17815"	7732	3509	3471	3460	3460
"17816"	8907	6088	6029	5945	5945
"17818"	97	12	6	6	6
"17819"	2647	1104	1076	1067	1067
"17820"	3643	419	396	394	394
"17821"	6931	2255	2210	2200	2200
"17822"	1693	459	432	425	425
"17823"	5017	4597	4537	4517	4517
"17824"	2625	679	621	616	616
"17825"	4405	995	946	905	905
"17826"	1459	252	238	233	233
"17827"	5126	2034	1982	1969	1969
"17828"	4885	1897	1848	1804	1804
"17829"	5220	2570	2528	2508	2508
"17830"	15222	12375	12180	12043	12043
"17831"	2242	709	660	643	643
"17832"	4494	3072	3017	3006	3006
"17833"	5880	3322	3272	3267	3267
"17834"	3361	819	779	763	763
"17835"	3947	2629	2600	2586	2586
"17836"	1621	486	454	429	429
"17838"	2545	852	820	788	788
"17839"	3519	603	579	577	577
"17840"	1622	250	232	230	230
"17841"	10598	7748	7630	7445	7445
"17842"	3365	929	909	885	885
"17843"	2105	550	526	526	526
"17844"	9588	7351	7048	6705	6705
"17845"	16695	12353	11794	11099	11099
"17846"	2154	856	740	694	694
"17847"	10328	8545	8022	7241	7241
"17848"	2046	945	886	871	871
"17849"	20807	18776	17030	13357	13357
"17850"	2823	1651	1544	1507	1507
"17851"	4008	2428	2389	2384	2384
"17852"	4185	3088	2908	2762	2762
"17853"	27225	24344	24186	24001	24001
"17854"	4972	2336	2291	2262	2262
"17855"	6772	2857	2783	2759	2759
"17856"	14070	5329	5271	5128	5128
"17857"	2045	635	613	609	609
"17858"	3695	2144	2075	2005	2005
"17860"	3229	1138	1108	1099	1099
"17861"	2829	2565	2522	2483	2483
"17862"	3581	1759	1713	1675	1675
"17863"	2298	940	848	831	831
"17864"	8096	5975	5686	5414	5414
