""	"input"	"filtered"	"denoised"	"merged"	"tabled"
"16789"	8856	500	444	422	422
"16790"	3276	222	181	151	151
"16791"	4261	247	197	189	189
"16792"	4427	200	152	147	147
"16793"	11591	1215	1163	984	984
"16794"	1526	77	64	55	55
"16795"	1801	52	30	30	30
"16797"	1490	37	26	26	26
"16798"	635	25	10	10	10
"16799"	4304	144	116	113	113
"16800"	9635	1187	1139	1076	1076
"16801"	1481	69	62	51	51
"16802"	1233	27	20	18	18
"16803"	7357	491	401	390	390
"16804"	6922	316	263	256	256
"16807"	4742	261	221	213	213
"16808"	1515	14	3	3	3
"16809"	1968	41	34	34	34
"16810"	3337	137	117	108	108
"16811"	1242	18	13	9	9
"16812"	5874	457	383	365	365
"16815"	3498	146	119	116	116
"16816"	2271	81	69	66	66
"16817"	7474	531	474	447	447
"16818"	1191	23	17	15	15
"16819"	6034	498	441	321	321
"16820"	701	28	24	14	14
"16821"	11958	1014	967	953	953
"16822"	770	11	5	0	0
"16823"	14943	1559	1461	1321	1321
"16824"	7910	584	529	504	504
"16826"	10158	938	868	851	851
"16827"	13271	1117	1032	1001	1001
"16828"	13608	1823	1796	1764	1764
"17786"	7796	495	403	393	393
"17787"	13760	1270	1203	1161	1161
"17788"	23515	2520	2371	2254	2254
"17789"	3307	312	298	292	292
"17790"	20967	2725	2676	2611	2611
"17791"	5873	195	156	145	145
"17792"	849	24	21	21	21
"17793"	3123	110	78	68	68
"17794"	7321	401	351	319	319
"17795"	2665	224	189	143	143
"17796"	4949	507	481	467	467
"17798"	16193	1577	1479	1455	1455
"17799"	7347	1091	1075	968	968
"17800"	7076	630	567	538	538
"17801"	5556	443	399	377	377
"17802"	8151	624	591	552	552
"17803"	10291	667	598	531	531
"17804"	7394	582	521	465	465
"17805"	2503	115	101	98	98
"17806"	6317	899	883	818	818
"17807"	713	35	23	11	11
"17809"	3729	146	121	112	112
"17810"	2841	138	93	82	82
"17811"	233	13	8	6	6
"17812"	7529	454	399	394	394
"17813"	5977	237	194	192	192
"17814"	4180	241	194	184	184
"17815"	9954	697	652	638	638
"17816"	13415	1209	1121	1079	1079
"17819"	3784	216	177	165	165
"17820"	5235	126	78	76	76
"17821"	9464	440	393	368	368
"17822"	2484	102	84	76	76
"17823"	6362	789	738	703	703
"17824"	3881	158	99	93	93
"17825"	7183	250	226	219	219
"17826"	1997	59	47	47	47
"17827"	7175	442	383	378	378
"17828"	6846	379	334	324	324
"17829"	7630	537	459	457	457
"17830"	20019	2400	2311	2254	2254
"17831"	3035	154	114	97	97
"17832"	6709	604	544	536	536
"17833"	8624	705	606	602	602
"17834"	4490	178	138	126	126
"17835"	5763	530	487	467	467
"17836"	2431	119	86	83	83
"17838"	3905	221	204	170	170
"17839"	4746	144	116	113	113
"17840"	2220	58	52	47	47
"17841"	14532	1493	1393	1222	1222
"17842"	4442	202	160	155	155
"17843"	3394	145	130	127	127
"17844"	12857	1402	1219	1052	1052
"17845"	21459	2320	2061	1788	1788
"17846"	3067	168	118	109	109
"17847"	13380	1601	1401	1109	1109
"17848"	3583	203	155	147	147
"17849"	26994	3533	2916	1448	1448
"17850"	3648	335	290	253	253
"17851"	4871	409	383	383	383
"17852"	5897	584	517	411	411
"17853"	33318	4351	4258	4011	4011
"17854"	6916	492	436	421	421
"17855"	9351	614	547	519	519
"17856"	19567	1248	1162	1091	1091
"17857"	2105	153	138	130	130
"17858"	4881	393	327	305	305
"17860"	4897	256	207	195	195
"17861"	3252	440	407	335	335
"17862"	4747	339	304	258	258
"17863"	3425	187	106	102	102
"17864"	10864	1149	995	880	880
